JUDGE,LOT_ID,MC_3BUS_1DEVELOP,MC_3BUS_2FIRE,BUS_DEVELOP_TEMP_TANK2,DIELEC_FIRE_EXHAUST_HEAT5
양품,LOT-217,1호기,1호기,30.8,3818
양품,LOT-217,1호기,1호기,31.1,3346
명점,LOT-217,1호기,1호기,31.7,3767
양품,LOT-217,1호기,1호기,30.9,3323
양품,LOT-217,1호기,1호기,31.1,3386
양품,LOT-217,1호기,1호기,30.752,3799
양품,LOT-217,1호기,1호기,30.8,3350
양품,LOT-217,1호기,1호기,30.916,3341
양품,LOT-217,1호기,1호기,31.4,3459
양품,LOT-218,2호기,1호기,30.8,3347
양품,LOT-218,2호기,1호기,31,3860
명점,LOT-218,2호기,1호기,31.098,3767
양품,LOT-218,2호기,1호기,31.274,3248
양품,LOT-218,2호기,1호기,31.2,3880
양품,LOT-218,2호기,1호기,31.4,3795
양품,LOT-218,2호기,1호기,30.386,3815
양품,LOT-218,2호기,1호기,30.721,3908
명점,LOT-218,2호기,1호기,30.788,3804
양품,LOT-218,2호기,1호기,30.348,3300
양품,LOT-218,2호기,1호기,30.707,3358
양품,LOT-218,2호기,1호기,31.048,3799
양품,LOT-218,2호기,1호기,31.159,3545
양품,LOT-218,2호기,1호기,30.8,3351
양품,LOT-218,2호기,1호기,31.29,3912
양품,LOT-218,2호기,1호기,30.8,3353
명점,LOT-218,2호기,1호기,30.793,3331
양품,LOT-218,2호기,1호기,30.8,3918
양품,LOT-218,2호기,1호기,31,3336
양품,LOT-218,2호기,1호기,30.7,3673
양품,LOT-219,1호기,1호기,30.442,3307
명점,LOT-219,1호기,1호기,31.1,3858
양품,LOT-219,1호기,1호기,30.743,3358
양품,LOT-219,1호기,1호기,30.723,3416
양품,LOT-219,1호기,1호기,31.098,3824
명점,LOT-219,1호기,1호기,32,3886
명점,LOT-219,1호기,1호기,31.7,3339
양품,LOT-219,1호기,1호기,31.299,3342
양품,LOT-219,1호기,1호기,31.4,3263
양품,LOT-219,1호기,1호기,31.4,3583
명점,LOT-219,1호기,1호기,31.091,3658
양품,LOT-219,1호기,1호기,31,3258
양품,LOT-219,1호기,1호기,31.4,3905
양품,LOT-219,1호기,1호기,30.915,3908
양품,LOT-219,1호기,1호기,31.4,3374
양품,LOT-219,1호기,1호기,31.079,3464
양품,LOT-219,1호기,1호기,31.377,3909
양품,LOT-219,1호기,1호기,31.111,3346
양품,LOT-219,1호기,1호기,31.2,3637
양품,LOT-219,1호기,1호기,30.894,3833
양품,LOT-220,2호기,1호기,30.694,3324
명점,LOT-220,2호기,1호기,31.165,3360
양품,LOT-220,2호기,1호기,31.376,3932
양품,LOT-220,2호기,1호기,30.661,3338
양품,LOT-220,2호기,1호기,30.901,3340
양품,LOT-220,2호기,1호기,31.2,3637
명점,LOT-220,2호기,1호기,31.4,3374
양품,LOT-220,2호기,1호기,30.887,3917
명점,LOT-220,2호기,1호기,31.2,3263
양품,LOT-220,2호기,1호기,31.033,3606
양품,LOT-220,2호기,1호기,30.8,3835
양품,LOT-220,2호기,1호기,30.694,3324
양품,LOT-220,2호기,1호기,30.101,3545
양품,LOT-220,2호기,1호기,31.1,3908
양품,LOT-220,2호기,1호기,31.1,3840
양품,LOT-220,2호기,1호기,31.1,3355
양품,LOT-220,2호기,1호기,30.8,3809
양품,LOT-220,2호기,1호기,30.88,3271
양품,LOT-220,2호기,1호기,30.8,3809
양품,LOT-220,2호기,1호기,31,3826
양품,LOT-221,2호기,1호기,31.4,3314
양품,LOT-221,2호기,1호기,31.1,3902
양품,LOT-221,2호기,1호기,30.756,3367
양품,LOT-221,2호기,1호기,31.4,3285
양품,LOT-221,2호기,1호기,30.8,3347
명점,LOT-221,2호기,1호기,31.052,3875
양품,LOT-221,2호기,1호기,30.822,3286
양품,LOT-221,2호기,1호기,30.6,3870
양품,LOT-221,2호기,1호기,30,3545
양품,LOT-221,2호기,1호기,31.4,3257
양품,LOT-221,2호기,1호기,31.1,3902
명점,LOT-221,2호기,1호기,31.088,3288
양품,LOT-221,2호기,1호기,30.442,3307
양품,LOT-221,2호기,1호기,31.4,3797
양품,LOT-221,2호기,1호기,30.8,3318
양품,LOT-221,2호기,1호기,30.639,3384
명점,LOT-221,2호기,1호기,30.8,3467
양품,LOT-221,2호기,1호기,30.746,3914
양품,LOT-221,2호기,1호기,30.591,4414
양품,LOT-221,2호기,1호기,31.4,3374
양품,LOT-222,1호기,2호기,31.376,3338
양품,LOT-222,1호기,2호기,31.299,3342
명점,LOT-222,1호기,2호기,31.6,3836
양품,LOT-222,1호기,2호기,30.708,3285
양품,LOT-222,1호기,2호기,30.718,3343
양품,LOT-222,1호기,2호기,30,3545
양품,LOT-222,1호기,2호기,31,3286
양품,LOT-222,1호기,2호기,31.049,3806
양품,LOT-222,1호기,2호기,30.8,3903
양품,LOT-222,1호기,2호기,31,3258
양품,LOT-222,1호기,2호기,30.75,3278
양품,LOT-222,1호기,2호기,30,3672
양품,LOT-222,1호기,2호기,30.8,3263
명점,LOT-222,1호기,2호기,30.913,3355
양품,LOT-222,1호기,2호기,30.643,3827
양품,LOT-222,1호기,2호기,30.8,3365
양품,LOT-222,1호기,2호기,31.4,3341
양품,LOT-222,1호기,2호기,30.801,3545
양품,LOT-222,1호기,2호기,30.8,3875
양품,LOT-222,1호기,2호기,30.806,4288
양품,LOT-223,1호기,2호기,31.4,3267
양품,LOT-223,1호기,2호기,31.104,3894
양품,LOT-223,1호기,2호기,30.735,3357
양품,LOT-223,1호기,2호기,30.8,3368
양품,LOT-223,1호기,2호기,31,3258
양품,LOT-223,1호기,2호기,30.954,3370
양품,LOT-223,1호기,2호기,30,3545
명점,LOT-223,1호기,2호기,31.1,3362
양품,LOT-223,1호기,2호기,30.8,3307
양품,LOT-223,1호기,2호기,31.105,3281
양품,LOT-223,1호기,2호기,30.822,3286
양품,LOT-223,1호기,2호기,31.002,3305
명점,LOT-223,1호기,2호기,31.592,3332
양품,LOT-223,1호기,2호기,31.4,3330
양품,LOT-223,1호기,2호기,30.8,3360
양품,LOT-223,1호기,2호기,30.8,3276
양품,LOT-223,1호기,2호기,30.8,3338
양품,LOT-223,1호기,2호기,30.8,3918
양품,LOT-223,1호기,2호기,31.2,3898
양품,LOT-223,1호기,2호기,30.919,3871
양품,LOT-224,2호기,2호기,31.2,3862
양품,LOT-224,2호기,2호기,30.696,3331
양품,LOT-224,2호기,2호기,30.732,3343
양품,LOT-224,2호기,2호기,31.115,3334
양품,LOT-224,2호기,2호기,31.376,3338
양품,LOT-224,2호기,2호기,30.571,3229
명점,LOT-224,2호기,2호기,30.8,3351
양품,LOT-224,2호기,2호기,30.812,3545
양품,LOT-224,2호기,2호기,31.4,3257
양품,LOT-224,2호기,2호기,30.742,3911
명점,LOT-224,2호기,2호기,31.455,3848
양품,LOT-224,2호기,2호기,31.4,3830
명점,LOT-224,2호기,2호기,31.165,3082
양품,LOT-224,2호기,2호기,30.678,3364
양품,LOT-224,2호기,2호기,31.1,3362
양품,LOT-224,2호기,2호기,31.1,3588
양품,LOT-224,2호기,2호기,31.4,3333
양품,LOT-224,2호기,2호기,30.742,3911
양품,LOT-224,2호기,2호기,31.032,3900
명점,LOT-224,2호기,2호기,31.095,3272
양품,LOT-225,1호기,1호기,30,3545
양품,LOT-225,1호기,1호기,31.4,3285
양품,LOT-225,1호기,1호기,30.541,3811
양품,LOT-225,1호기,1호기,31.4,3914
양품,LOT-225,1호기,1호기,30.685,3898
양품,LOT-225,1호기,1호기,30.678,3364
명점,LOT-225,1호기,1호기,30.5,3866
양품,LOT-225,1호기,1호기,30.8,3271
양품,LOT-225,1호기,1호기,31.4,3815
양품,LOT-225,1호기,1호기,31,3286
양품,LOT-225,1호기,1호기,30.729,3918
양품,LOT-225,1호기,1호기,30.7,3863
양품,LOT-225,1호기,1호기,31.058,3432
양품,LOT-225,1호기,1호기,31.4,3801
양품,LOT-225,1호기,1호기,30.699,3867
양품,LOT-225,1호기,1호기,31.4,3816
양품,LOT-225,1호기,1호기,30.667,3908
양품,LOT-225,1호기,1호기,31,3863
양품,LOT-225,1호기,1호기,30,3545
양품,LOT-225,1호기,1호기,31.4,3914
양품,LOT-226,1호기,1호기,30.8,3934
양품,LOT-226,1호기,1호기,30,3545
명점,LOT-226,1호기,1호기,31.4,3527
양품,LOT-226,1호기,1호기,30.947,3491
양품,LOT-226,1호기,1호기,31,3372
양품,LOT-226,1호기,1호기,31.139,3270
명점,LOT-226,1호기,1호기,30.8,3336
양품,LOT-226,1호기,1호기,31.4,3330
양품,LOT-226,1호기,1호기,31,3330
명점,LOT-226,1호기,1호기,32,3296
양품,LOT-226,1호기,1호기,30.936,3347
명점,LOT-226,1호기,1호기,31.3,3256
양품,LOT-226,1호기,1호기,30.924,3848
양품,LOT-226,1호기,1호기,31.032,3900
명점,LOT-226,1호기,1호기,31.4,3842
양품,LOT-226,1호기,1호기,31.025,3355
양품,LOT-226,1호기,1호기,30.961,3903
양품,LOT-226,1호기,1호기,31.4,3277
양품,LOT-226,1호기,1호기,30.63,3868
양품,LOT-226,1호기,1호기,31.1,3906
양품,LOT-227,1호기,2호기,31.062,3399
명점,LOT-227,1호기,2호기,30.3,3316
양품,LOT-227,1호기,2호기,31.2,3926
양품,LOT-227,1호기,2호기,31.4,3830
명점,LOT-227,1호기,2호기,31.6,3766
양품,LOT-227,1호기,2호기,30.956,3914
양품,LOT-227,1호기,2호기,30.8,3545
양품,LOT-227,1호기,2호기,31,3863
양품,LOT-227,1호기,2호기,30.8,3278
양품,LOT-227,1호기,2호기,30.846,3329
양품,LOT-227,1호기,2호기,31.096,3279
양품,LOT-227,1호기,2호기,30.696,3430
양품,LOT-227,1호기,2호기,31.078,3389
양품,LOT-227,1호기,2호기,30.757,3846
양품,LOT-227,1호기,2호기,30.591,4414
명점,LOT-227,1호기,2호기,31.9,3784
양품,LOT-227,1호기,2호기,31.4,3333
양품,LOT-227,1호기,2호기,31.4,3265
양품,LOT-227,1호기,2호기,30.8,3548
양품,LOT-227,1호기,2호기,31,3767
명점,LOT-228,1호기,2호기,31.9,3326
양품,LOT-228,1호기,2호기,31.274,3831
양품,LOT-228,1호기,2호기,30.995,3272
양품,LOT-228,1호기,2호기,31.4,3320
양품,LOT-228,1호기,2호기,31,3240
양품,LOT-228,1호기,2호기,30.916,3341
양품,LOT-228,1호기,2호기,30.946,3296
명점,LOT-228,1호기,2호기,31.678,3098
양품,LOT-228,1호기,2호기,30.771,3918
양품,LOT-228,1호기,2호기,31.2,3880
양품,LOT-228,1호기,2호기,31.4,3831
양품,LOT-228,1호기,2호기,30.552,3356
양품,LOT-228,1호기,2호기,30.747,3909
양품,LOT-228,1호기,2호기,30.7,3863
양품,LOT-228,1호기,2호기,31.087,4001
양품,LOT-228,1호기,2호기,31.274,3248
양품,LOT-228,1호기,2호기,31.4,3295
양품,LOT-228,1호기,2호기,30.708,3285
양품,LOT-228,1호기,2호기,30.75,3870
양품,LOT-228,1호기,2호기,30.8,3339
양품,LOT-229,2호기,2호기,30.936,3347
양품,LOT-229,2호기,2호기,31.16,3252
양품,LOT-229,2호기,2호기,30.833,3329
양품,LOT-229,2호기,2호기,30.8,3818
명점,LOT-229,2호기,2호기,31,3240
양품,LOT-229,2호기,2호기,31.4,3901
양품,LOT-229,2호기,2호기,31.002,3305
명점,LOT-229,2호기,2호기,32,3848
양품,LOT-229,2호기,2호기,30.757,3846
양품,LOT-229,2호기,2호기,31.4,3855
명점,LOT-229,2호기,2호기,31.4,3324
양품,LOT-229,2호기,2호기,30.643,3827
양품,LOT-229,2호기,2호기,30.807,3312
양품,LOT-229,2호기,2호기,31.4,3283
양품,LOT-229,2호기,2호기,31.29,3912
양품,LOT-229,2호기,2호기,30.87,3355
명점,LOT-229,2호기,2호기,30.84,3421
양품,LOT-229,2호기,2호기,30.782,3844
양품,LOT-229,2호기,2호기,30.534,3920
양품,LOT-229,2호기,2호기,31.4,3795
양품,LOT-230,2호기,2호기,30.862,3950
양품,LOT-230,2호기,2호기,30.8,3837
양품,LOT-230,2호기,2호기,30.55,3276
양품,LOT-230,2호기,2호기,30.742,3301
양품,LOT-230,2호기,2호기,30.8,3335
양품,LOT-230,2호기,2호기,30.941,3739
양품,LOT-230,2호기,2호기,30.643,3827
양품,LOT-230,2호기,2호기,30.5,3919
양품,LOT-230,2호기,2호기,31.096,3279
양품,LOT-230,2호기,2호기,30.686,3931
양품,LOT-230,2호기,2호기,30.862,3950
양품,LOT-230,2호기,2호기,30.618,3330
양품,LOT-230,2호기,2호기,31.4,3758
양품,LOT-230,2호기,2호기,30.591,4414
양품,LOT-230,2호기,2호기,31.4,3427
양품,LOT-230,2호기,2호기,30.891,3269
양품,LOT-230,2호기,2호기,30.813,3281
양품,LOT-230,2호기,2호기,30.707,3358
양품,LOT-230,2호기,2호기,30.806,4288
양품,LOT-230,2호기,2호기,30.8,3988
양품,LOT-231,1호기,1호기,30.661,3338
양품,LOT-231,1호기,1호기,31.4,4009
명점,LOT-231,1호기,1호기,31.7,3211
양품,LOT-231,1호기,1호기,31.4,3806
양품,LOT-231,1호기,1호기,30,3545
명점,LOT-231,1호기,1호기,32,3760
양품,LOT-231,1호기,1호기,30.8,3350
명점,LOT-231,1호기,1호기,31.45,3907
양품,LOT-231,1호기,1호기,31.4,3758
양품,LOT-231,1호기,1호기,31.1,3906
양품,LOT-231,1호기,1호기,30.754,3927
양품,LOT-231,1호기,1호기,30.765,3783
양품,LOT-231,1호기,1호기,30.862,3950
양품,LOT-231,1호기,1호기,30.8,3952
양품,LOT-231,1호기,1호기,30.8,3350
양품,LOT-231,1호기,1호기,30.878,3832
양품,LOT-231,1호기,1호기,30.708,3935
양품,LOT-231,1호기,1호기,31.046,3277
양품,LOT-231,1호기,1호기,30.8,3338
양품,LOT-231,1호기,1호기,30.604,3340
양품,LOT-232,2호기,1호기,31,3824
양품,LOT-232,2호기,1호기,31.4,3369
양품,LOT-232,2호기,1호기,30.639,3384
양품,LOT-232,2호기,1호기,31.4,3897
양품,LOT-232,2호기,1호기,30.8,3545
명점,LOT-232,2호기,1호기,31.9,3880
양품,LOT-232,2호기,1호기,30.562,3350
양품,LOT-232,2호기,1호기,30.84,4006
양품,LOT-232,2호기,1호기,30.773,3378
양품,LOT-232,2호기,1호기,30.639,3384
양품,LOT-232,2호기,1호기,31.2,3807
양품,LOT-232,2호기,1호기,31.1,3941
명점,LOT-232,2호기,1호기,31.575,3323
양품,LOT-232,2호기,1호기,30.667,3908
양품,LOT-232,2호기,1호기,31.4,3341
양품,LOT-232,2호기,1호기,30.667,3908
양품,LOT-232,2호기,1호기,30,3545
양품,LOT-232,2호기,1호기,31.1,3545
양품,LOT-232,2호기,1호기,30,3545
양품,LOT-232,2호기,1호기,30.746,3914
양품,LOT-233,2호기,1호기,30.8,3910
양품,LOT-233,2호기,1호기,30.78,3293
양품,LOT-233,2호기,1호기,31.182,3361
양품,LOT-233,2호기,1호기,30.735,3357
양품,LOT-233,2호기,1호기,31.309,4067
양품,LOT-233,2호기,1호기,31.4,3265
양품,LOT-233,2호기,1호기,30.756,3367
양품,LOT-233,2호기,1호기,31.4,3345
양품,LOT-233,2호기,1호기,31.4,3330
명점,LOT-233,2호기,1호기,31.9,3823
양품,LOT-233,2호기,1호기,31.4,3345
양품,LOT-233,2호기,1호기,30.8,3795
양품,LOT-233,2호기,1호기,30.8,3273
양품,LOT-233,2호기,1호기,30.8,3265
양품,LOT-233,2호기,1호기,31.4,3897
양품,LOT-233,2호기,1호기,30.65,3388
양품,LOT-233,2호기,1호기,31.4,3898
양품,LOT-233,2호기,1호기,30.696,3331
양품,LOT-233,2호기,1호기,31.4,3527
양품,LOT-233,2호기,1호기,30.603,3816
양품,LOT-234,1호기,1호기,31.4,3374
양품,LOT-234,1호기,1호기,30.678,3364
양품,LOT-234,1호기,1호기,30.975,3842
양품,LOT-234,1호기,1호기,31.146,3340
양품,LOT-234,1호기,1호기,31.4,3320
양품,LOT-234,1호기,1호기,31.189,3856
양품,LOT-234,1호기,1호기,31.2,3244
양품,LOT-234,1호기,1호기,31.087,3932
명점,LOT-234,1호기,1호기,30.914,3241
양품,LOT-234,1호기,1호기,30.934,3829
양품,LOT-234,1호기,1호기,31.299,3342
양품,LOT-234,1호기,1호기,30.954,3370
양품,LOT-234,1호기,1호기,30.8,3367
양품,LOT-234,1호기,1호기,30.711,3890
명점,LOT-234,1호기,1호기,31.034,3868
양품,LOT-234,1호기,1호기,31.4,3263
양품,LOT-234,1호기,1호기,30.473,3948
양품,LOT-234,1호기,1호기,31.052,3886
양품,LOT-234,1호기,1호기,31.1,3588
양품,LOT-234,1호기,1호기,30.8,3940
양품,LOT-235,2호기,2호기,30,3545
명점,LOT-235,2호기,2호기,31.115,3334
양품,LOT-235,2호기,2호기,30.708,3285
양품,LOT-235,2호기,2호기,30.4,3325
양품,LOT-235,2호기,2호기,31.1,3322
양품,LOT-235,2호기,2호기,31.02,3368
양품,LOT-235,2호기,2호기,31.4,3901
양품,LOT-235,2호기,2호기,31.2,3881
양품,LOT-235,2호기,2호기,31.2,3369
양품,LOT-235,2호기,2호기,31.4,3370
양품,LOT-235,2호기,2호기,30.757,3846
명점,LOT-235,2호기,2호기,30.6,3870
양품,LOT-235,2호기,2호기,30.752,3799
양품,LOT-235,2호기,2호기,30.75,3278
양품,LOT-235,2호기,2호기,30.694,3364
양품,LOT-235,2호기,2호기,30.8,3887
양품,LOT-235,2호기,2호기,30.798,3864
양품,LOT-235,2호기,2호기,31.4,3896
양품,LOT-235,2호기,2호기,31.4,3795
양품,LOT-235,2호기,2호기,30.8,3971
양품,LOT-236,2호기,1호기,30.721,3908
명점,LOT-236,2호기,1호기,31.1,3294
양품,LOT-236,2호기,1호기,30.7,3908
양품,LOT-236,2호기,1호기,30.696,3430
양품,LOT-236,2호기,1호기,30.8,3274
명점,LOT-236,2호기,1호기,31.2,3795
양품,LOT-236,2호기,1호기,31.23,3958
양품,LOT-236,2호기,1호기,31.4,3830
양품,LOT-236,2호기,1호기,30.363,3838
명점,LOT-236,2호기,1호기,31.566,3665
양품,LOT-236,2호기,1호기,31.4,3826
양품,LOT-236,2호기,1호기,31.4,3314
양품,LOT-236,2호기,1호기,31.081,3903
양품,LOT-236,2호기,1호기,31.4,3325
양품,LOT-236,2호기,1호기,31.4,3816
양품,LOT-236,2호기,1호기,30.605,3807
양품,LOT-236,2호기,1호기,30,3545
양품,LOT-236,2호기,1호기,31.23,3958
양품,LOT-236,2호기,1호기,30.946,3296
양품,LOT-236,2호기,1호기,30.686,3931
양품,LOT-237,1호기,2호기,30.833,3339
양품,LOT-237,1호기,2호기,30.969,3284
명점,LOT-237,1호기,2호기,30.891,3838
명점,LOT-237,1호기,2호기,31.109,3321
양품,LOT-237,1호기,2호기,30.662,3788
양품,LOT-237,1호기,2호기,31.1,3545
양품,LOT-237,1호기,2호기,31.104,3894
양품,LOT-237,1호기,2호기,30.8,3307
양품,LOT-237,1호기,2호기,30.919,3871
양품,LOT-237,1호기,2호기,31.17,3962
양품,LOT-237,1호기,2호기,30.347,3330
양품,LOT-237,1호기,2호기,30.887,3917
양품,LOT-237,1호기,2호기,30,3545
양품,LOT-237,1호기,2호기,31.032,3900
양품,LOT-237,1호기,2호기,30.691,3306
양품,LOT-237,1호기,2호기,31.4,3339
양품,LOT-237,1호기,2호기,30.998,3850
양품,LOT-237,1호기,2호기,31.1,4029
명점,LOT-237,1호기,2호기,31.4,3806
양품,LOT-237,1호기,2호기,30.8,3351
양품,LOT-238,2호기,2호기,31.321,3318
양품,LOT-238,2호기,2호기,31.4,3842
명점,LOT-238,2호기,2호기,30.808,3145
양품,LOT-238,2호기,2호기,31.1,3847
양품,LOT-238,2호기,2호기,30.8,3815
양품,LOT-238,2호기,2호기,31,3807
양품,LOT-238,2호기,2호기,30.457,3831
양품,LOT-238,2호기,2호기,30.531,3348
양품,LOT-238,2호기,2호기,30.8,3276
양품,LOT-238,2호기,2호기,31.2,3881
양품,LOT-238,2호기,2호기,31.4,3253
양품,LOT-238,2호기,2호기,30.9,3342
양품,LOT-238,2호기,2호기,31.4,3374
양품,LOT-238,2호기,2호기,31.4,3758
명점,LOT-238,2호기,2호기,31.1,3618
명점,LOT-238,2호기,2호기,31.311,3806
양품,LOT-238,2호기,2호기,30.604,3340
양품,LOT-238,2호기,2호기,30.732,3343
명점,LOT-238,2호기,2호기,31.2,3362
양품,LOT-238,2호기,2호기,30.911,3262
양품,LOT-239,1호기,2호기,31.139,3270
양품,LOT-239,1호기,2호기,31.4,3341
양품,LOT-239,1호기,2호기,30.919,3844
명점,LOT-239,1호기,2호기,30.8,3283
양품,LOT-239,1호기,2호기,31.348,3801
양품,LOT-239,1호기,2호기,30.8,3343
양품,LOT-239,1호기,2호기,31.4,3272
양품,LOT-239,1호기,2호기,31.2,3814
양품,LOT-239,1호기,2호기,30.753,3859
명점,LOT-239,1호기,2호기,30.726,3825
양품,LOT-239,1호기,2호기,31.046,3277
양품,LOT-239,1호기,2호기,31.4,3263
양품,LOT-239,1호기,2호기,30.903,3345
양품,LOT-239,1호기,2호기,30.731,3351
양품,LOT-239,1호기,2호기,31.028,3346
양품,LOT-239,1호기,2호기,30.792,3822
명점,LOT-239,1호기,2호기,30.812,3357
양품,LOT-239,1호기,2호기,31.4,3896
양품,LOT-239,1호기,2호기,31,3333
양품,LOT-239,1호기,2호기,31.4,3583
명점,LOT-240,2호기,2호기,31.146,3340
양품,LOT-240,2호기,2호기,30.846,3329
양품,LOT-240,2호기,2호기,30.232,3346
양품,LOT-240,2호기,2호기,30.8,3263
양품,LOT-240,2호기,2호기,31,3240
양품,LOT-240,2호기,2호기,30.8,3835
양품,LOT-240,2호기,2호기,30.934,3829
양품,LOT-240,2호기,2호기,31.006,3915
양품,LOT-240,2호기,2호기,31.002,3337
명점,LOT-240,2호기,2호기,31.5,3235
양품,LOT-240,2호기,2호기,31.4,3322
양품,LOT-240,2호기,2호기,31,3767
양품,LOT-240,2호기,2호기,30.8,3274
양품,LOT-240,2호기,2호기,30.773,3378
양품,LOT-240,2호기,2호기,31,3330
양품,LOT-240,2호기,2호기,30.745,3276
양품,LOT-240,2호기,2호기,31.16,3252
양품,LOT-240,2호기,2호기,31.018,3358
양품,LOT-240,2호기,2호기,30.363,3838
양품,LOT-240,2호기,2호기,31.114,3797
양품,LOT-241,1호기,2호기,30.742,3301
양품,LOT-241,1호기,2호기,31,3785
양품,LOT-241,1호기,2호기,31.2,3862
양품,LOT-241,1호기,2호기,30.662,3788
양품,LOT-241,1호기,2호기,30.8,3336
양품,LOT-241,1호기,2호기,31.1,3545
양품,LOT-241,1호기,2호기,31.4,4052
양품,LOT-241,1호기,2호기,31.4,3830
명점,LOT-241,1호기,2호기,31.7,3303
양품,LOT-241,1호기,2호기,31.4,3345
양품,LOT-241,1호기,2호기,31.115,3334
양품,LOT-241,1호기,2호기,30.686,3931
양품,LOT-241,1호기,2호기,30.4,3325
양품,LOT-241,1호기,2호기,31.4,4087
양품,LOT-241,1호기,2호기,30.518,3956
양품,LOT-241,1호기,2호기,31.1,3840
양품,LOT-241,1호기,2호기,30.8,3837
양품,LOT-241,1호기,2호기,30.691,3306
양품,LOT-241,1호기,2호기,30.442,3307
양품,LOT-241,1호기,2호기,31.079,3464
양품,LOT-242,2호기,2호기,31.396,3941
양품,LOT-242,2호기,2호기,31,3336
양품,LOT-242,2호기,2호기,31.4,3257
양품,LOT-242,2호기,2호기,30.8,3805
양품,LOT-242,2호기,2호기,30.75,3813
양품,LOT-242,2호기,2호기,30.8,3368
명점,LOT-242,2호기,2호기,30.715,3915
양품,LOT-242,2호기,2호기,30.8,3345
양품,LOT-242,2호기,2호기,31.1,3276
양품,LOT-242,2호기,2호기,31.4,3296
양품,LOT-242,2호기,2호기,30.8,3267
양품,LOT-242,2호기,2호기,30.8,3835
양품,LOT-242,2호기,2호기,30.875,3328
양품,LOT-242,2호기,2호기,31.34,3867
양품,LOT-242,2호기,2호기,31.2,3227
명점,LOT-242,2호기,2호기,30.9,3357
양품,LOT-242,2호기,2호기,30.812,3545
양품,LOT-242,2호기,2호기,30.792,3822
양품,LOT-242,2호기,2호기,31.087,4001
명점,LOT-242,2호기,2호기,30.564,3373
양품,LOT-243,2호기,1호기,30.473,3948
양품,LOT-243,2호기,1호기,30.8,3836
양품,LOT-243,2호기,1호기,30.685,3898
양품,LOT-243,2호기,1호기,30.65,3388
양품,LOT-243,2호기,1호기,31.4,3898
양품,LOT-243,2호기,1호기,31.339,3813
양품,LOT-243,2호기,1호기,31.4,3830
양품,LOT-243,2호기,1호기,31.4,3365
양품,LOT-243,2호기,1호기,31.4,3928
양품,LOT-243,2호기,1호기,30.878,3892
양품,LOT-243,2호기,1호기,30.8,3318
양품,LOT-243,2호기,1호기,31.3,3822
양품,LOT-243,2호기,1호기,31.1,3362
양품,LOT-243,2호기,1호기,31.4,4087
양품,LOT-243,2호기,1호기,31.4,3764
양품,LOT-243,2호기,1호기,30.8,3954
양품,LOT-243,2호기,1호기,31.4,3268
명점,LOT-243,2호기,1호기,31.4,3222
양품,LOT-243,2호기,1호기,31.4,3335
명점,LOT-243,2호기,1호기,31.51,3254
양품,LOT-244,1호기,2호기,31,3305
명점,LOT-244,1호기,2호기,32,3315
양품,LOT-244,1호기,2호기,30.8,3353
양품,LOT-244,1호기,2호기,30.765,3783
명점,LOT-244,1호기,2호기,31.4,3845
양품,LOT-244,1호기,2호기,30.8,3887
양품,LOT-244,1호기,2호기,30.388,3276
양품,LOT-244,1호기,2호기,30.8,3368
양품,LOT-244,1호기,2호기,30.894,3833
명점,LOT-244,1호기,2호기,30.862,3950
양품,LOT-244,1호기,2호기,30.646,3274
양품,LOT-244,1호기,2호기,30.911,3262
양품,LOT-244,1호기,2호기,30.726,3896
양품,LOT-244,1호기,2호기,31.4,3758
양품,LOT-244,1호기,2호기,30.788,3801
양품,LOT-244,1호기,2호기,31.114,3797
양품,LOT-244,1호기,2호기,30,3545
양품,LOT-244,1호기,2호기,30.906,3818
명점,LOT-244,1호기,2호기,31.452,3289
양품,LOT-244,1호기,2호기,30.8,3318
양품,LOT-245,1호기,2호기,30.901,3340
양품,LOT-245,1호기,2호기,30.915,3908
명점,LOT-245,1호기,2호기,31.987,3241
양품,LOT-245,1호기,2호기,31.4,3855
양품,LOT-245,1호기,2호기,31.4,3266
양품,LOT-245,1호기,2호기,31.29,3912
양품,LOT-245,1호기,2호기,31.4,3370
양품,LOT-245,1호기,2호기,30,3545
명점,LOT-245,1호기,2호기,31.478,3272
양품,LOT-245,1호기,2호기,30.75,3813
양품,LOT-245,1호기,2호기,31.2,3244
양품,LOT-245,1호기,2호기,31.4,3263
양품,LOT-245,1호기,2호기,30.8,3282
양품,LOT-245,1호기,2호기,31.137,3291
양품,LOT-245,1호기,2호기,30.8,3282
양품,LOT-245,1호기,2호기,30.8,3347
양품,LOT-245,1호기,2호기,30.906,3818
양품,LOT-245,1호기,2호기,31.028,3346
양품,LOT-245,1호기,2호기,31.002,3337
양품,LOT-245,1호기,2호기,30.457,3831
양품,LOT-246,1호기,1호기,31.4,3333
